file_name,.pred_fruit,.pred_flower,.logit_fruit,.logit_flower,.class_flower,.class_fruit,.equivocal_flower,.equivocal_fruit
16947054.jpg,0.0131683349609375,0.9990234375,-4.31640625,6.984375,Detected,Not Detected,Unequivocal,Unequivocal
169470561.jpg,0.29150390625,0.355224609375,-0.8876953125,-0.59619140625,Not Detected,Not Detected,Equivocal,Equivocal
169514415.jpeg,0.900390625,0.00766754150390625,2.19921875,-4.86328125,Not Detected,Detected,Unequivocal,Unequivocal
169681989.jpeg,0.060089111328125,0.142578125,-2.75,-1.7939453125,Not Detected,Not Detected,Unequivocal,Unequivocal
169686986.jpeg,0.00131988525390625,0.998046875,-6.62890625,6.34765625,Detected,Not Detected,Unequivocal,Unequivocal
170132025.jpg,0.468994140625,0.0390625,-0.12457275390625,-3.203125,Not Detected,Not Detected,Unequivocal,Equivocal
170352425.jpg,0.0036067962646484375,0.9873046875,-5.62109375,4.359375,Detected,Not Detected,Unequivocal,Unequivocal
170477381.jpg,0.0023326873779296875,0.99853515625,-6.05859375,6.44140625,Detected,Not Detected,Unequivocal,Unequivocal
170479957.jpg,0.0033111572265625,0.9990234375,-5.70703125,7.1875,Detected,Not Detected,Unequivocal,Unequivocal
170481914.jpg,0.1328125,0.1451416015625,-1.8759765625,-1.7734375,Not Detected,Not Detected,Unequivocal,Unequivocal
17051.jpg,0.0015363693237304688,0.99853515625,-6.4765625,6.4609375,Detected,Not Detected,Unequivocal,Unequivocal
17071166.jpg,0.2005615234375,0.250244140625,-1.3828125,-1.09765625,Not Detected,Not Detected,Unequivocal,Unequivocal
17071376.jpg,0.05718994140625,0.01116180419921875,-2.802734375,-4.484375,Not Detected,Not Detected,Unequivocal,Unequivocal
170750732.jpg,0.01483917236328125,0.9892578125,-4.1953125,4.5234375,Detected,Not Detected,Unequivocal,Unequivocal
170895544.jpeg,0.07501220703125,0.29296875,-2.51171875,-0.88134765625,Not Detected,Not Detected,Equivocal,Unequivocal
170919040.jpeg,0.006931304931640625,0.98583984375,-4.96484375,4.2578125,Detected,Not Detected,Unequivocal,Unequivocal
170934905.jpeg,0.45703125,0.144775390625,-0.171875,-1.7763671875,Not Detected,Not Detected,Unequivocal,Equivocal
171040377.jpg,0.06536865234375,0.716796875,-2.66015625,0.92919921875,Not Detected,Not Detected,Equivocal,Unequivocal
17118770.jpeg,0.1656494140625,0.57421875,-1.6171875,0.298095703125,Not Detected,Not Detected,Equivocal,Unequivocal
17118773.jpeg,0.015899658203125,0.9970703125,-4.125,5.890625,Detected,Not Detected,Unequivocal,Unequivocal
17118774.jpeg,0.0010204315185546875,0.9970703125,-6.88671875,5.8671875,Detected,Not Detected,Unequivocal,Unequivocal
171209751.png,0.299560546875,0.10394287109375,-0.849609375,-2.154296875,Not Detected,Not Detected,Unequivocal,Equivocal
171252258.jpg,0.0070953369140625,0.81396484375,-4.94140625,1.474609375,Not Detected,Not Detected,Equivocal,Unequivocal
171268701.jpeg,0.0285491943359375,0.7392578125,-3.52734375,1.041015625,Not Detected,Not Detected,Equivocal,Unequivocal
171271152.jpeg,0.01953125,0.99658203125,-3.916015625,5.6953125,Detected,Not Detected,Unequivocal,Unequivocal
17132386.jpeg,0.3447265625,0.11029052734375,-0.642578125,-2.087890625,Not Detected,Not Detected,Unequivocal,Equivocal
171420569.jpg,0.8017578125,0.13330078125,1.3974609375,-1.8720703125,Not Detected,Detected,Unequivocal,Unequivocal
171564797.jpg,0.14599609375,0.96923828125,-1.7666015625,3.45703125,Detected,Not Detected,Unequivocal,Unequivocal
171863398.jpg,0.0225372314453125,0.97705078125,-3.76953125,3.7421875,Detected,Not Detected,Unequivocal,Unequivocal
172033237.jpg,0.017913818359375,0.921875,-4.00390625,2.470703125,Detected,Not Detected,Unequivocal,Unequivocal
172050079.jpg,0.0192718505859375,0.91796875,-3.9296875,2.412109375,Detected,Not Detected,Unequivocal,Unequivocal
1724.jpg,0.01337432861328125,0.0094146728515625,-4.30078125,-4.65625,Not Detected,Not Detected,Unequivocal,Unequivocal
172422176.jpeg,0.75927734375,0.0179901123046875,1.1494140625,-4,Not Detected,Detected,Unequivocal,Unequivocal
172554051.jpeg,0.007175445556640625,0.998046875,-4.9296875,6.26953125,Detected,Not Detected,Unequivocal,Unequivocal
173322158.jpeg,0.00634002685546875,0.99755859375,-5.0546875,6.01953125,Detected,Not Detected,Unequivocal,Unequivocal
173617256.jpeg,0.2161865234375,0.51025390625,-1.2880859375,0.040374755859375,Not Detected,Not Detected,Equivocal,Unequivocal
173637300.jpeg,0.07611083984375,0.430908203125,-2.49609375,-0.2783203125,Not Detected,Not Detected,Equivocal,Unequivocal
173793626.jpg,0.0880126953125,0.0238189697265625,-2.337890625,-3.712890625,Not Detected,Not Detected,Unequivocal,Unequivocal
173817367.jpg,0.1270751953125,0.11395263671875,-1.9267578125,-2.05078125,Not Detected,Not Detected,Unequivocal,Unequivocal
173946139.jpeg,0.01395416259765625,0.91064453125,-4.2578125,2.3203125,Detected,Not Detected,Unequivocal,Unequivocal
174274978.jpeg,0.02801513671875,0.994140625,-3.546875,5.16796875,Detected,Not Detected,Unequivocal,Unequivocal
174555199.jpeg,0.083740234375,0.33837890625,-2.392578125,-0.6708984375,Not Detected,Not Detected,Equivocal,Unequivocal
174895272.jpg,0.029205322265625,0.779296875,-3.50390625,1.2626953125,Not Detected,Not Detected,Equivocal,Unequivocal
174895335.jpg,0.02203369140625,0.15087890625,-3.79296875,-1.7275390625,Not Detected,Not Detected,Unequivocal,Unequivocal
174895383.jpg,0.94482421875,0.0117340087890625,2.83984375,-4.43359375,Not Detected,Detected,Unequivocal,Unequivocal
174895977.jpg,0.0489501953125,0.27734375,-2.966796875,-0.95751953125,Not Detected,Not Detected,Unequivocal,Unequivocal
174896100.jpg,0.0069580078125,0.861328125,-4.9609375,1.826171875,Detected,Not Detected,Unequivocal,Unequivocal
174917933.jpg,0.006511688232421875,0.99853515625,-5.02734375,6.546875,Detected,Not Detected,Unequivocal,Unequivocal
174918324.jpg,0.0028896331787109375,0.98583984375,-5.84375,4.2421875,Detected,Not Detected,Unequivocal,Unequivocal
174918782.jpg,0.080810546875,0.057708740234375,-2.431640625,-2.79296875,Not Detected,Not Detected,Unequivocal,Unequivocal
17506710.jpg,0.0182342529296875,0.99267578125,-3.986328125,4.87890625,Detected,Not Detected,Unequivocal,Unequivocal
17540860.jpg,0.11993408203125,0.457275390625,-1.9931640625,-0.171142578125,Not Detected,Not Detected,Equivocal,Unequivocal
175410938.jpeg,0.0035247802734375,0.9619140625,-5.64453125,3.232421875,Detected,Not Detected,Unequivocal,Unequivocal
175432132.jpeg,0.95263671875,0.00582122802734375,3.001953125,-5.140625,Not Detected,Detected,Unequivocal,Unequivocal
175445461.jpeg,0.8505859375,0.095703125,1.7392578125,-2.24609375,Not Detected,Detected,Unequivocal,Unequivocal
175446692.jpeg,0.08477783203125,0.22021484375,-2.37890625,-1.2646484375,Not Detected,Not Detected,Unequivocal,Unequivocal
175448087.jpg,0.375244140625,0.11859130859375,-0.509765625,-2.005859375,Not Detected,Not Detected,Unequivocal,Equivocal
175850615.jpeg,0.0784912109375,0.537109375,-2.462890625,0.149658203125,Not Detected,Not Detected,Equivocal,Unequivocal
176108411.jpg,0.7099609375,0.14501953125,0.89453125,-1.7744140625,Not Detected,Detected,Unequivocal,Equivocal
17614.JPG,0.006439208984375,0.99853515625,-5.0390625,6.6171875,Detected,Not Detected,Unequivocal,Unequivocal
17615564.jpeg,0.82568359375,0.09515380859375,1.5537109375,-2.251953125,Not Detected,Detected,Unequivocal,Unequivocal
176185937.jpeg,0.08599853515625,0.982421875,-2.36328125,4.01171875,Detected,Not Detected,Unequivocal,Unequivocal
176200936.jpeg,0.0082855224609375,0.990234375,-4.78515625,4.63671875,Detected,Not Detected,Unequivocal,Unequivocal
17625877.jpg,0.019012451171875,0.99755859375,-3.943359375,6.08984375,Detected,Not Detected,Unequivocal,Unequivocal
176342799.jpg,0.148193359375,0.376708984375,-1.7490234375,-0.50390625,Not Detected,Not Detected,Equivocal,Unequivocal
176351669.jpg,0.0638427734375,0.8916015625,-2.685546875,2.109375,Detected,Not Detected,Unequivocal,Unequivocal
17640936.jpg,0.58251953125,0.1668701171875,0.33251953125,-1.6083984375,Not Detected,Detected,Unequivocal,Equivocal
176834353.jpeg,0.00731658935546875,0.99853515625,-4.91015625,6.45703125,Detected,Not Detected,Unequivocal,Unequivocal
176836585.jpeg,0.06829833984375,0.1087646484375,-2.61328125,-2.103515625,Not Detected,Not Detected,Unequivocal,Unequivocal
17684895.jpg,0.400146484375,0.049774169921875,-0.4052734375,-2.94921875,Not Detected,Not Detected,Unequivocal,Equivocal
176997146.jpeg,0.007038116455078125,0.986328125,-4.94921875,4.28515625,Detected,Not Detected,Unequivocal,Unequivocal
177712731.jpg,0.28662109375,0.974609375,-0.91162109375,3.646484375,Detected,Not Detected,Unequivocal,Equivocal
178033064.jpeg,0.0775146484375,0.64599609375,-2.4765625,0.60205078125,Not Detected,Not Detected,Equivocal,Unequivocal
178077512.jpeg,0.056549072265625,0.97900390625,-2.814453125,3.849609375,Detected,Not Detected,Unequivocal,Unequivocal
178275945.jpg,0.88720703125,0.0341796875,2.0625,-3.341796875,Not Detected,Detected,Unequivocal,Unequivocal
178584730.jpeg,0.154296875,0.21337890625,-1.701171875,-1.3046875,Not Detected,Not Detected,Unequivocal,Unequivocal
1786494.jpg,0.0021991729736328125,0.9990234375,-6.1171875,6.76953125,Detected,Not Detected,Unequivocal,Unequivocal
17878.JPG,0.59521484375,0.003749847412109375,0.384765625,-5.58203125,Not Detected,Detected,Unequivocal,Equivocal
17879.jpg,0.1536865234375,0.9638671875,-1.7060546875,3.2890625,Detected,Not Detected,Unequivocal,Unequivocal
178846462.jpg,0.224609375,0.60693359375,-1.2392578125,0.433837890625,Not Detected,Not Detected,Equivocal,Unequivocal
178880468.jpg,0.029144287109375,0.7890625,-3.505859375,1.3193359375,Not Detected,Not Detected,Equivocal,Unequivocal
178880537.jpg,0.01495361328125,0.919921875,-4.1875,2.439453125,Detected,Not Detected,Unequivocal,Unequivocal
179184975.jpeg,0.0294189453125,0.9501953125,-3.49609375,2.953125,Detected,Not Detected,Unequivocal,Unequivocal
179184984.jpeg,0.06817626953125,0.1663818359375,-2.615234375,-1.611328125,Not Detected,Not Detected,Unequivocal,Unequivocal
179184992.jpeg,0.2427978515625,0.3515625,-1.1376953125,-0.61181640625,Not Detected,Not Detected,Equivocal,Equivocal
17931758.jpeg,0.26123046875,0.364990234375,-1.0400390625,-0.5537109375,Not Detected,Not Detected,Equivocal,Equivocal
179390604.jpg,0.08270263671875,0.9990234375,-2.40625,7.1328125,Detected,Not Detected,Unequivocal,Unequivocal
17942255.jpg,0.0304412841796875,0.98486328125,-3.4609375,4.171875,Detected,Not Detected,Unequivocal,Unequivocal
179505251.jpg,0.243408203125,0.72607421875,-1.1337890625,0.9755859375,Not Detected,Not Detected,Equivocal,Equivocal
179702718.jpg,0.29638671875,0.9501953125,-0.8642578125,2.9453125,Detected,Not Detected,Unequivocal,Equivocal
179796253.jpeg,0.03271484375,0.09967041015625,-3.38671875,-2.201171875,Not Detected,Not Detected,Unequivocal,Unequivocal
179821613.jpeg,0.27783203125,0.04913330078125,-0.955078125,-2.962890625,Not Detected,Not Detected,Unequivocal,Equivocal
18055875.jpg,0.0850830078125,0.168212890625,-2.375,-1.5986328125,Not Detected,Not Detected,Unequivocal,Unequivocal
18055890.jpg,0.1502685546875,0.171630859375,-1.732421875,-1.57421875,Not Detected,Not Detected,Unequivocal,Unequivocal
18058342.jpeg,0.170654296875,0.7919921875,-1.5810546875,1.337890625,Not Detected,Not Detected,Equivocal,Unequivocal
1806.jpg,0.0966796875,0.99951171875,-2.234375,7.390625,Detected,Not Detected,Unequivocal,Unequivocal
18064843.jpeg,0.02508544921875,0.99755859375,-3.66015625,5.96875,Detected,Not Detected,Unequivocal,Unequivocal
18065053.jpg,0.0751953125,0.94140625,-2.509765625,2.775390625,Detected,Not Detected,Unequivocal,Unequivocal
18065174.jpg,0.0293121337890625,0.9990234375,-3.5,6.84375,Detected,Not Detected,Unequivocal,Unequivocal
18067309.jpg,0.0174407958984375,0.9921875,-4.03125,4.83203125,Detected,Not Detected,Unequivocal,Unequivocal
18067405.jpg,0.0472412109375,0.97412109375,-3.00390625,3.626953125,Detected,Not Detected,Unequivocal,Unequivocal
18068983.jpg,0.279296875,0.0352783203125,-0.94775390625,-3.30859375,Not Detected,Not Detected,Unequivocal,Equivocal
180703479.jpg,0.0033245086669921875,0.99951171875,-5.703125,7.87109375,Detected,Not Detected,Unequivocal,Unequivocal
18078484.jpeg,0.019012451171875,0.984375,-3.943359375,4.14453125,Detected,Not Detected,Unequivocal,Unequivocal
18078619.jpeg,0.043701171875,0.998046875,-3.0859375,6.21875,Detected,Not Detected,Unequivocal,Unequivocal
18082126.jpeg,0.167236328125,0.02001953125,-1.60546875,-3.890625,Not Detected,Not Detected,Unequivocal,Unequivocal
18082134.jpeg,0.470458984375,0.3642578125,-0.118408203125,-0.556640625,Not Detected,Not Detected,Equivocal,Equivocal
18082136.jpeg,0.1297607421875,0.1922607421875,-1.9033203125,-1.435546875,Not Detected,Not Detected,Unequivocal,Unequivocal
18082138.jpeg,0.0193023681640625,0.99560546875,-3.927734375,5.41015625,Detected,Not Detected,Unequivocal,Unequivocal
180838195.jpg,0.3017578125,0.08709716796875,-0.83837890625,-2.349609375,Not Detected,Not Detected,Unequivocal,Equivocal
18091301.jpeg,0.08978271484375,0.0469970703125,-2.31640625,-3.009765625,Not Detected,Not Detected,Unequivocal,Unequivocal
18091372.jpeg,0.00323486328125,0.99853515625,-5.73046875,6.4921875,Detected,Not Detected,Unequivocal,Unequivocal
18098364.jpeg,0.0024051666259765625,0.9990234375,-6.02734375,7.09765625,Detected,Not Detected,Unequivocal,Unequivocal
181245337.jpg,0.0282135009765625,0.94970703125,-3.5390625,2.94140625,Detected,Not Detected,Unequivocal,Unequivocal
181249566.jpeg,0.0119171142578125,0.97119140625,-4.41796875,3.509765625,Detected,Not Detected,Unequivocal,Unequivocal
181250133.jpeg,0.11920166015625,0.19580078125,-2,-1.4130859375,Not Detected,Not Detected,Unequivocal,Unequivocal
181250269.jpeg,0.13427734375,0.7177734375,-1.86328125,0.93359375,Not Detected,Not Detected,Equivocal,Unequivocal
181250283.jpeg,0.07891845703125,0.431640625,-2.45703125,-0.275146484375,Not Detected,Not Detected,Equivocal,Unequivocal
181251056.jpeg,0.03228759765625,0.8544921875,-3.400390625,1.771484375,Detected,Not Detected,Unequivocal,Unequivocal
181251129.jpeg,0.0258636474609375,0.98974609375,-3.62890625,4.55078125,Detected,Not Detected,Unequivocal,Unequivocal
18129111.jpeg,0.0489501953125,0.05865478515625,-2.966796875,-2.775390625,Not Detected,Not Detected,Unequivocal,Unequivocal
181381609.jpeg,0.00766754150390625,0.038970947265625,-4.86328125,-3.205078125,Not Detected,Not Detected,Unequivocal,Unequivocal
181390271.jpeg,0.22265625,0.63525390625,-1.25,0.5546875,Not Detected,Not Detected,Equivocal,Unequivocal
181391816.jpeg,0.0170440673828125,0.56005859375,-4.0546875,0.2423095703125,Not Detected,Not Detected,Equivocal,Unequivocal
181391831.jpeg,0.061981201171875,0.13037109375,-2.716796875,-1.8974609375,Not Detected,Not Detected,Unequivocal,Unequivocal
18139814.jpg,0.82861328125,0.00930023193359375,1.576171875,-4.66796875,Not Detected,Detected,Unequivocal,Unequivocal
1814.jpg,0.28369140625,0.99658203125,-0.92626953125,5.65234375,Detected,Not Detected,Unequivocal,Equivocal
18140106.jpg,0.7802734375,0.1392822265625,1.267578125,-1.8212890625,Not Detected,Detected,Unequivocal,Unequivocal
18140359.jpg,0.732421875,0.041473388671875,1.0078125,-3.140625,Not Detected,Detected,Unequivocal,Equivocal
18140836.jpg,0.136474609375,0.277587890625,-1.8447265625,-0.9560546875,Not Detected,Not Detected,Unequivocal,Unequivocal
18141172.jpeg,0.20751953125,0.78369140625,-1.33984375,1.2880859375,Not Detected,Not Detected,Equivocal,Unequivocal
181412409.jpg,0.9111328125,0.0816650390625,2.328125,-2.419921875,Not Detected,Detected,Unequivocal,Unequivocal
18142099.jpg,0.29052734375,0.389892578125,-0.892578125,-0.44775390625,Not Detected,Not Detected,Equivocal,Equivocal
181552297.jpeg,0.005619049072265625,0.99755859375,-5.17578125,6.01171875,Detected,Not Detected,Unequivocal,Unequivocal
181677702.jpg,0.006984710693359375,0.99951171875,-4.95703125,8.140625,Detected,Not Detected,Unequivocal,Unequivocal
181677707.jpg,0.333984375,0.65966796875,-0.6904296875,0.66259765625,Not Detected,Not Detected,Equivocal,Equivocal
181677710.jpg,0.00945281982421875,0.9990234375,-4.65234375,7.15625,Detected,Not Detected,Unequivocal,Unequivocal
181677725.jpg,0.107421875,0.6220703125,-2.1171875,0.499267578125,Not Detected,Not Detected,Equivocal,Unequivocal
181762622.jpg,0.69775390625,0.2032470703125,0.83740234375,-1.3662109375,Not Detected,Detected,Unequivocal,Equivocal
181777468.jpg,0.2335205078125,0.52685546875,-1.1884765625,0.1068115234375,Not Detected,Not Detected,Equivocal,Equivocal
181818576.jpg,0.30859375,0.59814453125,-0.806640625,0.397216796875,Not Detected,Not Detected,Equivocal,Equivocal
181818637.jpg,0.006771087646484375,0.90283203125,-4.98828125,2.2265625,Detected,Not Detected,Unequivocal,Unequivocal
181819252.jpg,0.00394439697265625,0.9990234375,-5.53125,6.7734375,Detected,Not Detected,Unequivocal,Unequivocal
181819391.jpg,0.004215240478515625,0.837890625,-5.46484375,1.6416015625,Not Detected,Not Detected,Equivocal,Unequivocal
181819502.jpg,0.03143310546875,0.11920166015625,-3.427734375,-2,Not Detected,Not Detected,Unequivocal,Unequivocal
181819543.jpg,0.01306915283203125,0.98486328125,-4.32421875,4.1640625,Detected,Not Detected,Unequivocal,Unequivocal
181819592.jpg,0.0855712890625,0.859375,-2.369140625,1.80859375,Detected,Not Detected,Unequivocal,Unequivocal
181819696.jpg,0.029815673828125,0.99462890625,-3.482421875,5.1796875,Detected,Not Detected,Unequivocal,Unequivocal
181820951.jpg,0.0184783935546875,0.006145477294921875,-3.97265625,-5.0859375,Not Detected,Not Detected,Unequivocal,Unequivocal
181821006.jpg,0.032958984375,0.9990234375,-3.37890625,6.7109375,Detected,Not Detected,Unequivocal,Unequivocal
181931885.jpeg,0.0635986328125,0.80224609375,-2.689453125,1.4013671875,Not Detected,Not Detected,Equivocal,Unequivocal
181977692.jpeg,0.083740234375,0.81201171875,-2.392578125,1.4619140625,Not Detected,Not Detected,Equivocal,Unequivocal
182070998.jpg,0.0560302734375,0.93115234375,-2.82421875,2.603515625,Detected,Not Detected,Unequivocal,Unequivocal
182391907.jpg,0.11029052734375,0.07684326171875,-2.087890625,-2.486328125,Not Detected,Not Detected,Unequivocal,Unequivocal
182470976.jpeg,0.016845703125,0.90234375,-4.06640625,2.224609375,Detected,Not Detected,Unequivocal,Unequivocal
182471022.jpeg,0.318603515625,0.9619140625,-0.759765625,3.234375,Detected,Not Detected,Unequivocal,Equivocal
182471698.jpg,0.0030155181884765625,0.99755859375,-5.80078125,5.921875,Detected,Not Detected,Unequivocal,Unequivocal
182475814.jpeg,0.097412109375,0.9111328125,-2.2265625,2.328125,Detected,Not Detected,Unequivocal,Unequivocal
182476127.jpg,0.1441650390625,0.76416015625,-1.78125,1.1767578125,Not Detected,Not Detected,Equivocal,Unequivocal
182520434.jpeg,0.0161590576171875,0.99853515625,-4.109375,6.421875,Detected,Not Detected,Unequivocal,Unequivocal
182642224.jpg,0.0027904510498046875,0.9970703125,-5.87890625,5.8671875,Detected,Not Detected,Unequivocal,Unequivocal
182642225.jpg,0.021209716796875,0.99951171875,-3.83203125,7.27734375,Detected,Not Detected,Unequivocal,Unequivocal
182642228.jpg,0.0037364959716796875,0.99951171875,-5.5859375,7.41796875,Detected,Not Detected,Unequivocal,Unequivocal
182642237.jpg,0.01422882080078125,0.99853515625,-4.23828125,6.6015625,Detected,Not Detected,Unequivocal,Unequivocal
18288144.jpg,0.88818359375,0.07598876953125,2.0703125,-2.498046875,Not Detected,Detected,Unequivocal,Unequivocal
183037216.jpg,0.1893310546875,0.73779296875,-1.4541015625,1.0341796875,Not Detected,Not Detected,Equivocal,Unequivocal
183154900.jpeg,0.062225341796875,0.9404296875,-2.712890625,2.759765625,Detected,Not Detected,Unequivocal,Unequivocal
183195733.jpeg,0.0023059844970703125,0.99951171875,-6.0703125,7.3515625,Detected,Not Detected,Unequivocal,Unequivocal
183195734.jpeg,0.010528564453125,0.9990234375,-4.54296875,6.77734375,Detected,Not Detected,Unequivocal,Unequivocal
183196167.jpeg,0.027587890625,0.9990234375,-3.5625,6.7734375,Detected,Not Detected,Unequivocal,Unequivocal
183196272.jpeg,0.0306243896484375,0.7392578125,-3.455078125,1.0419921875,Not Detected,Not Detected,Equivocal,Unequivocal
183196360.jpeg,0.06634521484375,0.1412353515625,-2.64453125,-1.8046875,Not Detected,Not Detected,Unequivocal,Unequivocal
183198005.jpeg,0.09136962890625,0.66796875,-2.296875,0.69970703125,Not Detected,Not Detected,Equivocal,Unequivocal
183198033.jpeg,0.0232391357421875,0.99951171875,-3.73828125,7.27734375,Detected,Not Detected,Unequivocal,Unequivocal
183244551.jpeg,0.00217437744140625,0.99951171875,-6.12890625,7.57421875,Detected,Not Detected,Unequivocal,Unequivocal
183290677.jpeg,0.00760650634765625,0.079345703125,-4.87109375,-2.451171875,Not Detected,Not Detected,Unequivocal,Unequivocal
183290720.jpeg,0.09234619140625,0.281494140625,-2.28515625,-0.93701171875,Not Detected,Not Detected,Equivocal,Unequivocal
183424489.jpeg,0.3662109375,0.296875,-0.54833984375,-0.86181640625,Not Detected,Not Detected,Equivocal,Equivocal
183594061.jpg,0.1781005859375,0.3408203125,-1.529296875,-0.6591796875,Not Detected,Not Detected,Equivocal,Unequivocal
183855392.jpg,0.0305633544921875,0.96630859375,-3.45703125,3.359375,Detected,Not Detected,Unequivocal,Unequivocal
183855393.jpg,0.14892578125,0.77001953125,-1.7431640625,1.208984375,Not Detected,Not Detected,Equivocal,Unequivocal
184111125.jpeg,0.1263427734375,0.05511474609375,-1.93359375,-2.841796875,Not Detected,Not Detected,Unequivocal,Unequivocal
184111721.jpeg,0.005138397216796875,0.99951171875,-5.265625,7.64453125,Detected,Not Detected,Unequivocal,Unequivocal
184136859.jpg,0.00609588623046875,0.9990234375,-5.09375,7.1484375,Detected,Not Detected,Unequivocal,Unequivocal
184178312.jpg,0.00524139404296875,0.99609375,-5.24609375,5.60546875,Detected,Not Detected,Unequivocal,Unequivocal
184250375.jpg,0.1163330078125,0.98291015625,-2.02734375,4.0390625,Detected,Not Detected,Unequivocal,Unequivocal
184459014.jpeg,0.10797119140625,0.9287109375,-2.111328125,2.56640625,Detected,Not Detected,Unequivocal,Unequivocal
18452335.jpeg,0.01302337646484375,0.99169921875,-4.328125,4.80859375,Detected,Not Detected,Unequivocal,Unequivocal
184565197.jpg,0.01467132568359375,0.998046875,-4.20703125,6.22265625,Detected,Not Detected,Unequivocal,Unequivocal
184793612.jpeg,0.0537109375,0.37451171875,-2.869140625,-0.5126953125,Not Detected,Not Detected,Equivocal,Unequivocal
184793674.jpeg,0.07977294921875,0.974609375,-2.4453125,3.650390625,Detected,Not Detected,Unequivocal,Unequivocal
184793781.jpeg,0.036834716796875,0.0765380859375,-3.263671875,-2.490234375,Not Detected,Not Detected,Unequivocal,Unequivocal
184811188.jpg,0.06707763671875,0.061309814453125,-2.6328125,-2.728515625,Not Detected,Not Detected,Unequivocal,Unequivocal
184838163.jpeg,0.5283203125,0.349853515625,0.1141357421875,-0.6201171875,Not Detected,Not Detected,Equivocal,Equivocal
184879114.jpg,0.1497802734375,0.312255859375,-1.736328125,-0.7890625,Not Detected,Not Detected,Equivocal,Unequivocal
184915752.jpg,0.061981201171875,0.9990234375,-2.716796875,6.92578125,Detected,Not Detected,Unequivocal,Unequivocal
184940440.jpg,0.0179901123046875,0.99755859375,-4,6.0234375,Detected,Not Detected,Unequivocal,Unequivocal
185143067.jpeg,0.168701171875,0.418212890625,-1.5947265625,-0.330078125,Not Detected,Not Detected,Equivocal,Unequivocal
185572547.jpeg,0.3857421875,0.34130859375,-0.465576171875,-0.65771484375,Not Detected,Not Detected,Equivocal,Equivocal
185751352.jpeg,0.02752685546875,0.99462890625,-3.564453125,5.19921875,Detected,Not Detected,Unequivocal,Unequivocal
18592478.jpeg,0.006744384765625,0.9990234375,-4.9921875,7.17578125,Detected,Not Detected,Unequivocal,Unequivocal
186223501.jpeg,0.70458984375,0.055511474609375,0.869140625,-2.833984375,Not Detected,Detected,Unequivocal,Equivocal
18634749.jpg,0.12249755859375,0.9541015625,-1.96875,3.03125,Detected,Not Detected,Unequivocal,Unequivocal
186924813.jpeg,0.0162811279296875,0.98828125,-4.1015625,4.4140625,Detected,Not Detected,Unequivocal,Unequivocal
187028364.jpeg,0.016021728515625,0.488037109375,-4.1171875,-0.04791259765625,Not Detected,Not Detected,Equivocal,Unequivocal
18705015.jpg,0.309326171875,0.17041015625,-0.80322265625,-1.5830078125,Not Detected,Not Detected,Unequivocal,Equivocal
1870995.jpg,0.060089111328125,0.5693359375,-2.75,0.280029296875,Not Detected,Not Detected,Equivocal,Unequivocal
1870996.jpg,0.07452392578125,0.65380859375,-2.51953125,0.63623046875,Not Detected,Not Detected,Equivocal,Unequivocal
187189566.jpeg,0.55810546875,0.65576171875,0.2342529296875,0.64453125,Not Detected,Detected,Equivocal,Equivocal
187359613.jpg,0.033721923828125,0.99365234375,-3.35546875,5.0625,Detected,Not Detected,Unequivocal,Unequivocal
187399455.jpg,0.86376953125,0.0247955322265625,1.8486328125,-3.671875,Not Detected,Detected,Unequivocal,Unequivocal
187566372.jpg,0.52783203125,0.317138671875,0.1121826171875,-0.7666015625,Not Detected,Not Detected,Equivocal,Equivocal
18760674.jpg,0.0271759033203125,0.966796875,-3.578125,3.376953125,Detected,Not Detected,Unequivocal,Unequivocal
187641594.jpeg,0.050811767578125,0.71875,-2.927734375,0.9384765625,Not Detected,Not Detected,Equivocal,Unequivocal
187657708.jpeg,0.51220703125,0.32275390625,0.048370361328125,-0.74169921875,Not Detected,Not Detected,Equivocal,Equivocal
187677032.jpg,0.01374053955078125,0.986328125,-4.2734375,4.265625,Detected,Not Detected,Unequivocal,Unequivocal
187762904.jpg,0.036712646484375,0.9736328125,-3.267578125,3.6171875,Detected,Not Detected,Unequivocal,Unequivocal
187762906.jpg,0.056976318359375,0.994140625,-2.806640625,5.15625,Detected,Not Detected,Unequivocal,Unequivocal
187762918.jpeg,0.2044677734375,0.15185546875,-1.3583984375,-1.7197265625,Not Detected,Not Detected,Unequivocal,Unequivocal
187841988.jpeg,0.07080078125,0.251220703125,-2.57421875,-1.091796875,Not Detected,Not Detected,Unequivocal,Unequivocal
18790338.jpg,0.252685546875,0.56640625,-1.0849609375,0.266357421875,Not Detected,Not Detected,Equivocal,Equivocal
187970770.jpeg,0.006191253662109375,0.04046630859375,-5.078125,-3.166015625,Not Detected,Not Detected,Unequivocal,Unequivocal
187970842.jpeg,0.03131103515625,0.09686279296875,-3.431640625,-2.232421875,Not Detected,Not Detected,Unequivocal,Unequivocal
187986390.jpeg,0.0943603515625,0.290283203125,-2.26171875,-0.8935546875,Not Detected,Not Detected,Equivocal,Unequivocal
188407307.jpg,0.31396484375,0.71826171875,-0.78173828125,0.935546875,Not Detected,Not Detected,Equivocal,Equivocal
188407363.jpg,0.005279541015625,0.99853515625,-5.23828125,6.68359375,Detected,Not Detected,Unequivocal,Unequivocal
188515720.jpeg,0.1153564453125,0.60009765625,-2.037109375,0.405029296875,Not Detected,Not Detected,Equivocal,Unequivocal
